Airline,Source,Destination,Total_Stops,Price,Dep_Hours,Dep_Minutes,Arrival_Hours,Arrival_Minutes,hoursMinutes
IndiGo,Banglore,Delhi,non-stop,4591,23,30,23,30,170
Multiple carriers,Delhi,Cochin,1 stop,14848,13,0,13,0,375
Multiple carriers,Delhi,Cochin,1 stop,8266,8,45,8,45,630
Air India,Delhi,Cochin,2 stops,12392,17,15,17,15,1560
Jet Airways,Kolkata,Banglore,1 stop,13044,18,55,18,55,1025
Jet Airways,Delhi,Cochin,1 stop,12898,7,5,7,5,1280
Jet Airways,Delhi,Cochin,1 stop,12242,22,50,22,50,335
IndiGo,Banglore,Delhi,non-stop,3943,10,10,10,10,170
Vistara,Kolkata,Banglore,1 stop,11105,20,20,20,20,1550
Jet Airways,Kolkata,Banglore,1 stop,14388,21,10,21,10,730
Jet Airways,Delhi,Cochin,2 stops,13014,19,30,19,30,1025
Multiple carriers,Delhi,Cochin,1 stop,15411,10,20,10,20,510
Jet Airways,Delhi,Cochin,1 stop,16289,19,45,19,45,1385
IndiGo,Delhi,Cochin,1 stop,6442,6,50,6,50,560
Jet Airways,Kolkata,Banglore,1 stop,10844,8,25,8,25,475
Jet Airways,Mumbai,Hyderabad,non-stop,5678,10,20,10,20,90
IndiGo,Banglore,Delhi,non-stop,6906,23,30,23,30,170
SpiceJet,Chennai,Kolkata,non-stop,3543,9,45,9,45,135
Jet Airways,Delhi,Cochin,1 stop,14714,9,0,9,0,600
Vistara Premium economy,Banglore,Delhi,non-stop,11793,16,0,16,0,155
Multiple carriers,Delhi,Cochin,1 stop,14323,11,30,11,30,465
SpiceJet,Banglore,Delhi,non-stop,3971,21,10,21,10,175
Vistara,Kolkata,Banglore,1 stop,8452,20,20,20,20,1580
Vistara,Banglore,Delhi,non-stop,5403,7,0,7,0,160
Multiple carriers,Delhi,Cochin,1 stop,13727,10,0,10,0,660
Air India,Kolkata,Banglore,2 stops,12639,10,0,10,0,1165
Jet Airways,Banglore,Delhi,non-stop,5198,15,15,15,15,175
Vistara,Banglore,Delhi,non-stop,4878,19,30,19,30,165
Jet Airways,Delhi,Cochin,1 stop,12373,19,45,19,45,1395
Multiple carriers,Delhi,Cochin,1 stop,8552,7,10,7,10,540
Vistara,Delhi,Cochin,non-stop,6741,14,40,14,40,190
Multiple carriers,Delhi,Cochin,1 stop,6481,12,50,12,50,385
Multiple carriers,Delhi,Cochin,1 stop,7354,10,35,10,35,520
Air India,Banglore,Delhi,non-stop,5228,21,5,21,5,170
Jet Airways,Kolkata,Banglore,1 stop,10844,8,25,8,25,740
IndiGo,Delhi,Cochin,1 stop,6347,6,50,6,50,320
Air India,Banglore,Delhi,1 stop,5013,8,15,8,15,240
Jet Airways,Kolkata,Banglore,1 stop,9663,18,55,18,55,585
IndiGo,Banglore,Delhi,non-stop,4823,18,25,18,25,175
Air India,Delhi,Cochin,2 stops,13381,16,55,16,55,1580
SpiceJet,Chennai,Kolkata,non-stop,3543,9,45,9,45,135
Jet Airways,Kolkata,Banglore,1 stop,9663,18,55,18,55,585
Jet Airways,Kolkata,Banglore,1 stop,7064,18,55,18,55,1495
Jet Airways,Delhi,Cochin,1 stop,10262,7,5,7,5,715
Air India,Delhi,Cochin,2 stops,13013,10,55,10,55,500
Jet Airways,Delhi,Cochin,2 stops,15339,19,10,19,10,1045
GoAir,Banglore,Delhi,non-stop,4937,11,40,11,40,170
IndiGo,Delhi,Cochin,1 stop,6818,5,5,5,5,425
Air India,Delhi,Cochin,2 stops,10441,22,0,22,0,1275
Jet Airways,Delhi,Cochin,1 stop,5177,14,0,14,0,300
IndiGo,Chennai,Kolkata,non-stop,3858,11,35,11,35,145
IndiGo,Kolkata,Banglore,1 stop,6534,21,0,21,0,315
Multiple carriers,Delhi,Cochin,1 stop,6795,10,20,10,20,910
Multiple carriers,Delhi,Cochin,1 stop,9736,7,30,7,30,705
Jet Airways,Banglore,Delhi,non-stop,7229,19,50,19,50,180
SpiceJet,Delhi,Cochin,1 stop,4957,17,55,17,55,295
IndiGo,Banglore,Delhi,non-stop,7648,6,0,6,0,165
SpiceJet,Kolkata,Banglore,non-stop,3873,14,55,14,55,150
Jet Airways,Kolkata,Banglore,1 stop,14388,18,55,18,55,585
IndiGo,Kolkata,Banglore,non-stop,5618,17,15,17,15,160
Multiple carriers,Delhi,Cochin,1 stop,7408,19,0,19,0,390
Vistara,Banglore,Delhi,non-stop,4668,7,0,7,0,160
Jet Airways,Delhi,Cochin,2 stops,13082,18,20,18,20,2045
Air India,Delhi,Cochin,1 stop,8669,3,50,3,50,925
IndiGo,Delhi,Cochin,1 stop,6316,16,0,16,0,570
Jet Airways,Delhi,Cochin,1 stop,12583,22,20,22,20,365
Vistara,Banglore,Delhi,non-stop,7923,16,10,16,10,160
GoAir,Delhi,Cochin,1 stop,7378,7,0,7,0,350
Vistara,Banglore,Delhi,non-stop,4878,19,30,19,30,165
Jet Airways,Kolkata,Banglore,1 stop,10844,16,30,16,30,1640
Jet Airways,Banglore,Delhi,non-stop,7229,8,20,8,20,180
SpiceJet,Delhi,Cochin,1 stop,6297,6,5,6,5,315
Jet Airways,Kolkata,Banglore,1 stop,8529,20,0,20,0,960
Multiple carriers,Delhi,Cochin,1 stop,13727,14,0,14,0,420
Multiple carriers,Delhi,Cochin,1 stop,10197,10,0,10,0,540
SpiceJet,Kolkata,Banglore,non-stop,4911,22,20,22,20,140
IndiGo,Chennai,Kolkata,non-stop,6482,5,15,5,15,140
IndiGo,Kolkata,Banglore,1 stop,3717,19,20,19,20,265
IndiGo,Chennai,Kolkata,non-stop,3597,13,15,13,15,140
Air India,Banglore,Delhi,2 stops,10846,11,5,11,5,665
Air India,Banglore,Delhi,1 stop,14069,5,50,5,50,1015
Jet Airways,Delhi,Cochin,1 stop,5177,22,50,22,50,825
Air India,Delhi,Cochin,2 stops,14641,5,55,5,55,1545
IndiGo,Delhi,Cochin,1 stop,6442,8,35,8,35,835
Air India,Delhi,Cochin,1 stop,5704,17,45,17,45,315
Jet Airways,Kolkata,Banglore,1 stop,9663,14,5,14,5,1155
Jet Airways,Delhi,Cochin,1 stop,14714,20,55,20,55,450
Jet Airways,Delhi,Cochin,1 stop,5406,10,0,10,0,540
Vistara,Kolkata,Banglore,1 stop,8610,20,20,20,20,1440
Jet Airways,Delhi,Cochin,2 stops,14237,18,25,18,25,1090
IndiGo,Banglore,Delhi,non-stop,4823,7,10,7,10,175
IndiGo,Mumbai,Hyderabad,non-stop,2227,20,5,20,5,90
Jet Airways,Delhi,Cochin,1 stop,12373,7,5,7,5,1280
Air India,Delhi,Cochin,1 stop,8372,13,0,13,0,375
Jet Airways,Delhi,Cochin,1 stop,17024,13,55,13,55,870
Air India,Mumbai,Hyderabad,non-stop,3100,21,5,21,5,80
Jet Airways,Delhi,Cochin,1 stop,14053,6,50,6,50,775
IndiGo,Chennai,Kolkata,non-stop,3540,5,15,5,15,145
Vistara,Kolkata,Banglore,1 stop,9345,20,20,20,20,1350
Jet Airways,Delhi,Cochin,2 stops,10368,5,30,5,30,1375
SpiceJet,Mumbai,Hyderabad,non-stop,5755,8,50,8,50,85
Jet Airways,Banglore,Delhi,1 stop,7832,8,55,8,55,435
Jet Airways,Kolkata,Banglore,1 stop,14388,8,25,8,25,740
Air India,Delhi,Cochin,2 stops,8839,13,15,13,15,1210
Vistara,Chennai,Kolkata,non-stop,3687,7,5,7,5,135
Multiple carriers,Delhi,Cochin,1 stop,9627,8,30,8,30,630
Multiple carriers,Delhi,Cochin,1 stop,13542,11,30,11,30,845
IndiGo,Banglore,Delhi,non-stop,4423,4,0,4,0,170
IndiGo,Delhi,Cochin,2 stops,8899,4,55,4,55,985
SpiceJet,Delhi,Cochin,1 stop,5583,6,5,6,5,315
Air Asia,Delhi,Cochin,1 stop,6752,16,45,16,45,830
SpiceJet,Chennai,Kolkata,non-stop,3543,8,20,8,20,135
Jet Airways,Banglore,Delhi,1 stop,7832,8,0,8,0,435
Air India,Kolkata,Banglore,2 stops,10991,5,50,5,50,1625
Jet Airways,Delhi,Cochin,1 stop,12898,9,0,9,0,1655
Jet Airways,Delhi,Cochin,1 stop,12898,14,0,14,0,300
GoAir,Banglore,Delhi,non-stop,3398,11,40,11,40,170
Air India,Delhi,Cochin,non-stop,5201,5,10,5,10,170
Air India,Kolkata,Banglore,2 stops,13873,10,0,10,0,920
Air India,Delhi,Cochin,1 stop,7384,17,40,17,40,320
Jet Airways,Delhi,Cochin,1 stop,10262,18,15,18,15,610
Jet Airways,Kolkata,Banglore,1 stop,10031,8,25,8,25,1655
Jet Airways,Kolkata,Banglore,1 stop,12384,9,35,9,35,575
Jet Airways,Kolkata,Banglore,1 stop,7757,14,5,14,5,1690
Jet Airways,Banglore,Delhi,1 stop,17261,21,25,21,25,840
Jet Airways,Banglore,Delhi,non-stop,7229,15,15,15,15,175
IndiGo,Kolkata,Banglore,non-stop,4174,4,40,4,40,155
IndiGo,Kolkata,Banglore,1 stop,5699,17,35,17,35,280
Air India,Kolkata,Banglore,non-stop,4880,14,15,14,15,150
Air India,Delhi,Cochin,1 stop,15284,8,0,8,0,675
Jet Airways,Kolkata,Banglore,1 stop,13759,8,25,8,25,475
IndiGo,Mumbai,Hyderabad,non-stop,4392,6,20,6,20,85
Jet Airways,Delhi,Cochin,1 stop,10262,20,55,20,55,940
SpiceJet,Kolkata,Banglore,non-stop,3841,6,55,6,55,155
GoAir,Banglore,Delhi,non-stop,5048,7,45,7,45,175
Air India,Kolkata,Banglore,1 stop,11096,7,0,7,0,805
IndiGo,Delhi,Cochin,1 stop,5073,7,35,7,35,275
Jet Airways,Delhi,Cochin,1 stop,19828,9,55,9,55,1110
Vistara,Chennai,Kolkata,non-stop,3739,7,5,7,5,135
Air India,Delhi,Cochin,2 stops,10598,5,0,5,0,2295
Jet Airways,Banglore,Delhi,non-stop,7229,18,55,18,55,185
Vistara,Kolkata,Banglore,1 stop,8610,17,0,17,0,1550
Vistara,Delhi,Cochin,non-stop,6216,14,40,14,40,190
Air India,Banglore,Delhi,non-stop,6961,13,20,13,20,170
Jet Airways,Kolkata,Banglore,1 stop,10703,9,35,9,35,690
Jet Airways,Kolkata,Banglore,1 stop,14151,17,0,17,0,395
Jet Airways,Kolkata,Banglore,1 stop,8586,6,30,6,30,1655
IndiGo,Kolkata,Banglore,non-stop,4488,20,20,20,20,155
Multiple carriers,Delhi,Cochin,1 stop,7408,18,0,18,0,450
Jet Airways,Delhi,Cochin,non-stop,5443,11,0,11,0,195
Jet Airways,Kolkata,Banglore,1 stop,10539,9,35,9,35,575
Multiple carriers,Delhi,Cochin,1 stop,7723,13,0,13,0,750
Multiple carriers,Delhi,Cochin,1 stop,15411,7,30,7,30,680
Jet Airways,Banglore,Delhi,non-stop,7229,7,10,7,10,180
IndiGo,Kolkata,Banglore,non-stop,4804,20,20,20,20,155
Jet Airways,Mumbai,Hyderabad,non-stop,4050,2,55,2,55,90
Jet Airways,Kolkata,Banglore,1 stop,14151,17,0,17,0,1570
SpiceJet,Delhi,Cochin,1 stop,4957,17,55,17,55,295
Air India,Banglore,Delhi,non-stop,7591,21,10,21,10,165
Jet Airways,Kolkata,Banglore,1 stop,11134,13,55,13,55,520
IndiGo,Delhi,Cochin,1 stop,6600,5,5,5,5,425
Air India,Banglore,Delhi,non-stop,4966,21,10,21,10,165
Air India,Delhi,Cochin,2 stops,15481,6,50,6,50,1490
SpiceJet,Kolkata,Banglore,non-stop,5515,22,20,22,20,140
Jet Airways,Delhi,Cochin,1 stop,14714,8,0,8,0,660
GoAir,Delhi,Cochin,1 stop,4959,10,35,10,35,540
Jet Airways,Banglore,Delhi,non-stop,7229,11,10,11,10,175
Air India,Delhi,Cochin,non-stop,6094,18,5,18,5,185
Air Asia,Kolkata,Banglore,non-stop,4409,10,20,10,20,155
Multiple carriers,Delhi,Cochin,1 stop,9794,6,0,6,0,780
Jet Airways,Mumbai,Hyderabad,non-stop,5678,2,55,2,55,85
IndiGo,Delhi,Cochin,1 stop,6442,8,35,8,35,455
Vistara,Banglore,Delhi,non-stop,4878,7,0,7,0,160
Jet Airways,Kolkata,Banglore,1 stop,12446,21,10,21,10,775
Jet Airways,Delhi,Cochin,2 stops,16704,23,5,23,5,1760
Jet Airways,Banglore,Delhi,1 stop,9134,5,45,5,45,300
Jet Airways,Kolkata,Banglore,1 stop,8586,20,0,20,0,520
Jet Airways,Banglore,Delhi,non-stop,7229,7,10,7,10,180
Jet Airways,Banglore,Delhi,non-stop,6144,7,10,7,10,180
Air India,Banglore,Delhi,non-stop,6961,10,0,10,0,165
Jet Airways,Kolkata,Banglore,1 stop,10844,16,30,16,30,730
IndiGo,Chennai,Kolkata,non-stop,3597,19,35,19,35,140
Jet Airways,Delhi,Cochin,2 stops,10368,9,40,9,40,1615
Air India,Delhi,Cochin,1 stop,5117,20,40,20,40,765
Multiple carriers,Delhi,Cochin,1 stop,9211,11,40,11,40,455
SpiceJet,Kolkata,Banglore,non-stop,4174,17,10,17,10,150
Multiple carriers,Delhi,Cochin,1 stop,10786,7,30,7,30,705
Jet Airways,Banglore,Delhi,1 stop,9134,8,0,8,0,1420
Jet Airways,Delhi,Cochin,2 stops,13376,14,35,14,35,830
Air India,Banglore,Delhi,1 stop,6955,22,0,22,0,770
Jet Airways,Kolkata,Banglore,1 stop,10844,8,25,8,25,590
Air Asia,Kolkata,Banglore,non-stop,3807,19,55,19,55,150
Jet Airways,Kolkata,Banglore,1 stop,9663,14,5,14,5,1315
Jet Airways,Delhi,Cochin,1 stop,12373,2,15,2,15,1570
SpiceJet,Banglore,Delhi,non-stop,4991,21,10,21,10,175
Air India,Delhi,Cochin,1 stop,6745,23,0,23,0,1215
Jet Airways,Delhi,Cochin,1 stop,10262,22,50,22,50,1210
Jet Airways,Delhi,Cochin,1 stop,6540,17,30,17,30,655
SpiceJet,Kolkata,Banglore,non-stop,3873,17,10,17,10,150
Jet Airways,Delhi,Cochin,1 stop,15554,21,50,21,50,1270
IndiGo,Kolkata,Banglore,non-stop,4804,20,20,20,20,155
Jet Airways,Delhi,Cochin,1 stop,7438,23,5,23,5,1240
Air Asia,Banglore,Delhi,non-stop,6181,4,55,4,55,170
Multiple carriers,Delhi,Cochin,1 stop,9424,19,0,19,0,390
Air India,Banglore,Delhi,2 stops,12725,17,25,17,25,1800
Air India,Banglore,Delhi,1 stop,6046,8,15,8,15,790
SpiceJet,Banglore,Delhi,non-stop,3971,21,10,21,10,175
Jet Airways,Kolkata,Banglore,1 stop,12692,20,25,20,25,1080
IndiGo,Delhi,Cochin,1 stop,7451,14,20,14,20,480
Jet Airways,Banglore,Delhi,1 stop,13817,22,55,22,55,525
Jet Airways,Kolkata,Banglore,1 stop,10703,9,35,9,35,750
Jet Airways,Banglore,Delhi,1 stop,13817,21,25,21,25,800
Jet Airways,Kolkata,Banglore,1 stop,13941,21,10,21,10,450
Air India,Banglore,Delhi,1 stop,10246,17,0,17,0,1155
IndiGo,Kolkata,Banglore,non-stop,4804,17,15,17,15,155
Air Asia,Kolkata,Banglore,1 stop,6810,22,40,22,40,720
Jet Airways,Banglore,Delhi,non-stop,5198,8,20,8,20,180
Vistara,Banglore,Delhi,non-stop,5613,21,0,21,0,170
IndiGo,Mumbai,Hyderabad,non-stop,4784,21,20,21,20,85
Jet Airways,Delhi,Cochin,1 stop,5406,19,45,19,45,1385
Air India,Banglore,Delhi,non-stop,5228,13,20,13,20,170
Jet Airways,Delhi,Cochin,1 stop,12898,20,55,20,55,1325
Air India,Chennai,Kolkata,non-stop,4667,11,40,11,40,135
Jet Airways,Kolkata,Banglore,1 stop,14781,14,5,14,5,345
Vistara,Banglore,Delhi,non-stop,5403,9,45,9,45,170
Jet Airways,Kolkata,Banglore,1 stop,9899,14,5,14,5,570
Jet Airways,Delhi,Cochin,2 stops,13029,19,30,19,30,535
Vistara,Kolkata,Banglore,1 stop,9187,17,0,17,0,1065
IndiGo,Banglore,Delhi,non-stop,4823,20,0,20,0,170
Air India,Delhi,Cochin,2 stops,8665,21,30,21,30,1305
IndiGo,Mumbai,Hyderabad,non-stop,4049,6,25,6,25,90
Air India,Chennai,Kolkata,non-stop,4667,11,40,11,40,135
IndiGo,Kolkata,Banglore,1 stop,4226,19,55,19,55,235
Air India,Banglore,Delhi,non-stop,7591,6,10,6,10,165
Jet Airways,Banglore,Delhi,1 stop,19225,5,45,5,45,450
Jet Airways,Delhi,Cochin,1 stop,12898,19,15,19,15,1040
IndiGo,Mumbai,Hyderabad,non-stop,2754,12,0,12,0,90
SpiceJet,Mumbai,Hyderabad,non-stop,1965,13,15,13,15,90
Air India,Kolkata,Banglore,2 stops,12835,16,45,16,45,1830
Jet Airways Business,Banglore,Delhi,1 stop,52229,5,45,5,45,300
Multiple carriers,Delhi,Cochin,1 stop,14533,8,0,8,0,675
Vistara,Banglore,Delhi,non-stop,4668,9,45,9,45,170
Jet Airways,Delhi,Cochin,1 stop,11822,17,30,17,30,1145
Jet Airways,Delhi,Cochin,1 stop,6017,21,50,21,50,395
Jet Airways,Delhi,Cochin,1 stop,14714,11,30,11,30,450
SpiceJet,Chennai,Kolkata,non-stop,3597,8,20,8,20,135
Air Asia,Banglore,Delhi,non-stop,3383,11,10,11,10,165
Air India,Kolkata,Banglore,2 stops,11642,16,50,16,50,765
Vistara,Banglore,Delhi,non-stop,5403,21,0,21,0,170
Air India,Delhi,Cochin,2 stops,14221,16,40,16,40,1595
Jet Airways,Kolkata,Banglore,1 stop,8586,21,10,21,10,775
IndiGo,Mumbai,Hyderabad,non-stop,4049,9,10,9,10,90
Jet Airways,Delhi,Cochin,1 stop,10262,19,45,19,45,520
Multiple carriers,Delhi,Cochin,1 stop,7888,7,0,7,0,840
Air India,Delhi,Cochin,2 stops,8236,19,45,19,45,1410
Air India,Delhi,Cochin,2 stops,12961,13,20,13,20,1795
Jet Airways,Kolkata,Banglore,1 stop,8586,6,30,6,30,1330
IndiGo,Kolkata,Banglore,1 stop,5279,8,10,8,10,290
GoAir,Banglore,Delhi,non-stop,3419,20,55,20,55,165
Jet Airways,Delhi,Cochin,2 stops,13292,5,30,5,30,810
Jet Airways,Kolkata,Banglore,1 stop,13067,20,25,20,25,800
IndiGo,Chennai,Kolkata,non-stop,3597,13,15,13,15,140
Jet Airways,Delhi,Cochin,1 stop,15554,7,5,7,5,715
IndiGo,Delhi,Cochin,1 stop,6027,17,5,17,5,310
Jet Airways,Kolkata,Banglore,1 stop,14781,6,30,6,30,705
Jet Airways,Delhi,Cochin,2 stops,13376,14,35,14,35,830
IndiGo,Banglore,Delhi,non-stop,3943,21,15,21,15,180
GoAir,Delhi,Cochin,1 stop,5842,7,25,7,25,370
IndiGo,Chennai,Kolkata,non-stop,4326,5,15,5,15,140
Multiple carriers,Delhi,Cochin,1 stop,8937,8,30,8,30,645
Air India,Chennai,Kolkata,non-stop,3670,11,40,11,40,135
IndiGo,Banglore,Delhi,non-stop,4823,18,25,18,25,175
Multiple carriers,Delhi,Cochin,1 stop,6093,14,55,14,55,455
Vistara,Kolkata,Banglore,1 stop,11682,20,20,20,20,1595
IndiGo,Banglore,Delhi,1 stop,7774,5,25,5,25,285
Jet Airways,Kolkata,Banglore,1 stop,13067,17,0,17,0,1285
IndiGo,Delhi,Cochin,1 stop,7514,7,35,7,35,515
Multiple carriers,Delhi,Cochin,1 stop,6838,17,0,17,0,510
IndiGo,Chennai,Kolkata,non-stop,3858,13,20,13,20,135
Multiple carriers,Delhi,Cochin,1 stop,6795,12,50,12,50,760
Jet Airways,Delhi,Cochin,2 stops,16263,20,0,20,0,505
Air India,Kolkata,Banglore,1 stop,8576,16,50,16,50,1540
Air India,Banglore,Delhi,non-stop,5228,10,0,10,0,165
Jet Airways,Delhi,Cochin,2 stops,16704,23,5,23,5,1760
IndiGo,Kolkata,Banglore,non-stop,8872,20,25,20,25,160
GoAir,Banglore,Delhi,non-stop,3898,11,40,11,40,170
SpiceJet,Chennai,Kolkata,non-stop,3332,17,45,17,45,140
Jet Airways,Kolkata,Banglore,1 stop,5608,10,20,10,20,435
Jet Airways,Kolkata,Banglore,1 stop,13941,8,25,8,25,1215
Multiple carriers,Delhi,Cochin,1 stop,9100,7,30,7,30,705
Vistara,Banglore,Delhi,non-stop,4878,17,0,17,0,155
IndiGo,Delhi,Cochin,1 stop,6416,7,30,7,30,810
SpiceJet,Mumbai,Hyderabad,non-stop,2017,5,45,5,45,90
Jet Airways,Delhi,Cochin,2 stops,10976,19,10,19,10,1475
Jet Airways,Kolkata,Banglore,1 stop,10031,19,45,19,45,1235
IndiGo,Kolkata,Banglore,non-stop,4462,5,30,5,30,170
IndiGo,Delhi,Cochin,1 stop,5073,7,35,7,35,275
IndiGo,Chennai,Kolkata,non-stop,4326,5,15,5,15,140
Multiple carriers Premium economy,Delhi,Cochin,1 stop,10161,7,30,7,30,705
IndiGo,Mumbai,Hyderabad,non-stop,3175,16,55,16,55,90
Vistara,Kolkata,Banglore,1 stop,12312,20,20,20,20,770
Jet Airways,Delhi,Cochin,2 stops,12604,18,20,18,20,1470
Multiple carriers,Delhi,Cochin,1 stop,10877,7,30,7,30,690
IndiGo,Kolkata,Banglore,1 stop,4226,6,20,6,20,240
Jet Airways,Delhi,Cochin,1 stop,5406,8,0,8,0,660
IndiGo,Delhi,Cochin,1 stop,8618,2,0,2,0,325
IndiGo,Kolkata,Banglore,non-stop,4174,17,15,17,15,155
GoAir,Delhi,Cochin,1 stop,10651,14,25,14,25,310
Jet Airways,Delhi,Cochin,1 stop,5963,18,15,18,15,610
Jet Airways,Delhi,Cochin,2 stops,10368,9,40,9,40,1615
IndiGo,Mumbai,Hyderabad,1 stop,7681,15,45,15,45,435
Multiple carriers,Delhi,Cochin,1 stop,7485,12,50,12,50,490
Jet Airways,Banglore,Delhi,non-stop,4544,15,15,15,15,175
SpiceJet,Kolkata,Banglore,1 stop,4649,15,5,15,5,315
Vistara,Chennai,Kolkata,non-stop,11982,17,45,17,45,140
Jet Airways,Mumbai,Hyderabad,non-stop,4995,7,5,7,5,85
IndiGo,Kolkata,Banglore,1 stop,5069,8,10,8,10,290
SpiceJet,Kolkata,Banglore,non-stop,3873,22,20,22,20,140
SpiceJet,Kolkata,Banglore,non-stop,3873,22,20,22,20,140
Air India,Delhi,Cochin,1 stop,8907,9,45,9,45,795
Jet Airways,Kolkata,Banglore,1 stop,10844,21,10,21,10,1150
Jet Airways,Kolkata,Banglore,1 stop,10844,21,10,21,10,1360
Jet Airways,Kolkata,Banglore,1 stop,9663,21,10,21,10,890
Jet Airways,Delhi,Cochin,2 stops,13292,21,25,21,25,910
Jet Airways,Delhi,Cochin,2 stops,14441,5,30,5,30,425
Jet Airways,Mumbai,Hyderabad,non-stop,4050,2,55,2,55,85
IndiGo,Banglore,Delhi,non-stop,6144,21,20,21,20,175
Air Asia,Banglore,Delhi,non-stop,4483,11,10,11,10,165
IndiGo,Delhi,Cochin,1 stop,6979,10,35,10,35,895
Jet Airways,Mumbai,Hyderabad,non-stop,8040,10,20,10,20,90
IndiGo,Delhi,Cochin,1 stop,7048,9,15,9,15,975
SpiceJet,Banglore,Delhi,non-stop,3573,9,30,9,30,170
IndiGo,Delhi,Cochin,1 stop,5054,16,0,16,0,300
Air India,Delhi,Cochin,1 stop,8582,21,0,21,0,1335
Air Asia,Delhi,Cochin,1 stop,8759,7,55,7,55,330
IndiGo,Delhi,Cochin,1 stop,6442,7,35,7,35,515
Air India,Delhi,Cochin,1 stop,8879,3,50,3,50,925
Jet Airways,Kolkata,Banglore,1 stop,10031,21,10,21,10,1260
Jet Airways,Delhi,Cochin,2 stops,10368,5,30,5,30,810
IndiGo,Banglore,Delhi,non-stop,3943,13,0,13,0,170
Jet Airways,Mumbai,Hyderabad,non-stop,4995,8,45,8,45,90
Multiple carriers,Delhi,Cochin,1 stop,10791,10,20,10,20,520
SpiceJet,Mumbai,Hyderabad,non-stop,2753,5,45,5,45,90
IndiGo,Banglore,Delhi,non-stop,4423,10,10,10,10,170
Air Asia,Kolkata,Banglore,non-stop,4409,10,20,10,20,155
Air India,Kolkata,Banglore,1 stop,6117,19,0,19,0,965
Jet Airways,Delhi,Cochin,2 stops,15129,19,10,19,10,1430
Vistara,Kolkata,Banglore,1 stop,9345,20,20,20,20,1625
Vistara,Kolkata,Banglore,1 stop,8085,7,10,7,10,975
Jet Airways,Delhi,Cochin,1 stop,15554,13,0,13,0,925
SpiceJet,Banglore,Delhi,non-stop,3573,9,30,9,30,170
Multiple carriers,Delhi,Cochin,1 stop,17073,17,0,17,0,515
Multiple carriers,Delhi,Cochin,1 stop,6795,11,40,11,40,830
Vistara,Banglore,Delhi,non-stop,5403,7,0,7,0,160
IndiGo,Chennai,Kolkata,non-stop,3540,5,15,5,15,145
Vistara,Delhi,Cochin,non-stop,6216,14,40,14,40,190
Jet Airways,Banglore,Delhi,non-stop,3359,15,50,15,50,175
Jet Airways,Kolkata,Banglore,1 stop,10844,18,55,18,55,1720
Air India,Banglore,Delhi,non-stop,6961,13,20,13,20,170
Air Asia,Kolkata,Banglore,non-stop,4107,10,20,10,20,155
Multiple carriers,Delhi,Cochin,1 stop,13069,9,10,9,10,580
Jet Airways,Delhi,Cochin,2 stops,13357,11,45,11,45,1000
IndiGo,Delhi,Cochin,1 stop,6938,16,10,16,10,380
Jet Airways,Delhi,Cochin,2 stops,13292,9,35,9,35,1620
Multiple carriers,Delhi,Cochin,1 stop,13568,6,40,6,40,730
Multiple carriers,Delhi,Cochin,1 stop,15353,11,40,11,40,455
IndiGo,Chennai,Kolkata,non-stop,3597,14,45,14,45,140
Jet Airways,Kolkata,Banglore,1 stop,10031,21,10,21,10,1150
Air India,Kolkata,Banglore,2 stops,14687,9,25,9,25,1200
Jet Airways,Banglore,Delhi,non-stop,7229,19,50,19,50,180
GoAir,Delhi,Cochin,1 stop,10188,14,25,14,25,310
Vistara,Banglore,Delhi,non-stop,7398,7,0,7,0,160
Jet Airways,Delhi,Cochin,2 stops,16704,13,25,13,25,1775
IndiGo,Banglore,Delhi,1 stop,8153,16,55,16,55,295
Jet Airways,Banglore,Delhi,non-stop,7229,7,10,7,10,180
Multiple carriers,Delhi,Cochin,1 stop,6943,13,0,13,0,750
Multiple carriers,Delhi,Cochin,1 stop,8937,6,40,6,40,755
Air India,Delhi,Cochin,2 stops,9400,7,5,7,5,1580
Vistara,Kolkata,Banglore,1 stop,13152,7,10,7,10,795
IndiGo,Banglore,Delhi,non-stop,3419,22,10,22,10,170
Vistara,Kolkata,Banglore,1 stop,7927,20,20,20,20,765
Air India,Banglore,Delhi,2 stops,9796,5,50,5,50,980
Vistara,Banglore,Delhi,non-stop,8028,11,30,11,30,160
Multiple carriers,Delhi,Cochin,2 stops,10759,13,5,13,5,495
Multiple carriers,Delhi,Cochin,1 stop,10197,7,0,7,0,720
Air India,Banglore,Delhi,non-stop,5228,21,5,21,5,170
Multiple carriers,Delhi,Cochin,1 stop,9275,10,0,10,0,660
IndiGo,Chennai,Kolkata,non-stop,5277,22,5,22,5,140
Jet Airways,Delhi,Cochin,2 stops,13848,14,35,14,35,830
IndiGo,Delhi,Cochin,1 stop,6412,14,20,14,20,490
Jet Airways,Kolkata,Banglore,1 stop,13941,16,30,16,30,730
Vistara,Banglore,Delhi,non-stop,4668,7,0,7,0,160
IndiGo,Banglore,Delhi,non-stop,3419,1,30,1,30,165
IndiGo,Banglore,Delhi,non-stop,3943,22,10,22,10,170
Air India,Kolkata,Banglore,1 stop,6528,14,35,14,35,1440
Jet Airways,Banglore,Delhi,non-stop,7229,17,45,17,45,180
Multiple carriers,Delhi,Cochin,1 stop,13542,13,0,13,0,755
Jet Airways,Kolkata,Banglore,1 stop,8529,18,55,18,55,1550
